Rank,Symbol,Latest_Return_%,RSI,MACD_Histogram,BB_Position,ATR_%,Volume_Surge_x,Corp_Ann_Sentiment,News_Sentiment,News_Articles,Blended_Sentiment,Patterns_Detected,Surge_Prob_%,Above_Threshold,Confidence
1171,VSTIND,-6.15,33.1,-0.8955,0.0,2.25,0.96,0.0,0.16,7,0.1,—,14.9,NO,LOW ★
1172,SAHYADRI,-0.25,43.4,-0.4396,0.39,3.99,0.54,0.0,0.11,7,0.07,Accumulation,14.9,NO,LOW ★
1173,UNIINFO,-0.57,48.1,0.0603,0.76,6.57,0.16,0.0,0.0,6,0.0,Hammer,14.9,NO,LOW ★
1174,BIOCON,3.7,51.9,-1.6717,0.59,2.96,0.98,0.0,0.11,7,0.07,—,14.9,NO,LOW ★
1175,KRITI,2.82,46.2,0.1062,0.53,4.24,1.1,0.0,0.05,7,0.03,Engulfing,14.9,NO,LOW ★
1176,PRECWIRE,-0.89,41.3,-3.8299,0.24,4.84,0.82,0.74,0.2,7,0.41,"Gap-Up, Accumulation",14.9,NO,LOW ★
1177,WILLAMAGOR,-0.72,46.2,0.0109,0.35,5.75,1.67,0.0,0.0,0,0.0,Gap-Up,14.9,NO,LOW ★
1178,HONASA,0.11,80.6,1.5003,0.8,3.49,0.83,0.0,0.28,7,0.17,Hammer,14.9,NO,LOW ★
1179,LPDC,0.47,36.1,-0.0066,0.24,6.13,0.66,0.0,0.0,1,0.0,—,14.9,NO,LOW ★
1180,BANKA,-2.0,54.8,-0.1978,0.63,4.63,0.71,0.0,-0.08,7,-0.05,—,14.9,NO,LOW ★
1181,PLATIND,0.44,49.8,0.2502,0.47,4.38,0.16,0.0,0.13,7,0.08,—,14.9,NO,LOW ★
1182,PREMIER,1.0,53.7,0.0092,0.86,5.7,0.23,0.0,0.05,7,0.03,—,14.9,NO,LOW ★
1183,CHEMPLASTS,1.29,36.3,0.1418,0.33,3.95,0.48,0.0,0.0,7,0.0,Accumulation,14.9,NO,LOW ★
1184,BIMETAL,2.2,74.9,2.7386,1.0,3.95,1.9,0.0,-0.07,7,-0.04,Breakout,14.9,NO,LOW ★
1185,JINDALPHOT,0.24,55.6,-1.0099,0.61,3.77,0.91,0.0,0.0,4,0.0,Doji,14.8,NO,LOW ★
1186,BDL,1.37,44.9,-2.9581,0.51,3.19,0.54,0.0,-0.05,7,-0.03,Accumulation,14.8,NO,LOW ★
1187,QMSMEDI,1.58,51.9,-0.2652,0.73,6.03,0.23,0.0,0.0,0,0.0,Gap-Up,14.8,NO,LOW ★
1188,ARCHIDPLY,2.05,50.7,-0.0333,0.61,3.88,4.18,0.0,0.0,7,0.0,Engulfing,14.8,NO,LOW ★
1189,KRN,1.58,49.1,-3.2022,0.57,4.22,0.86,0.0,0.17,7,0.1,—,14.8,NO,LOW ★
1190,HALDYNGL,-0.67,32.8,-0.7353,0.33,4.88,1.09,0.0,0.0,3,0.0,"Gap-Up, Accumulation",14.8,NO,LOW ★
1191,VISACHROME,1.1,45.5,-0.0678,0.27,4.88,0.07,0.0,0.0,7,0.0,Doji,14.8,NO,LOW ★
1192,ZFCVINDIA,0.96,4.0,-335.5743,0.3,48.66,2.53,0.0,-0.04,7,-0.03,—,14.8,NO,LOW ★
1193,VARDMNPOLY,-1.63,33.6,-0.0335,0.13,5.16,0.84,0.0,0.0,6,0.0,Accumulation,14.8,NO,LOW ★
1194,VIDHIING,1.14,60.2,2.0,0.88,3.9,0.41,0.0,0.0,3,0.0,—,14.8,NO,LOW ★
1195,LOTUSDEV,2.15,54.1,-0.6434,0.52,3.61,0.97,0.0,0.13,7,0.08,Accumulation,14.8,NO,LOW ★
1196,URBANCO,-3.08,53.0,0.2676,0.57,4.05,1.68,0.0,0.0,7,0.0,Gap-Up,14.8,NO,LOW ★
1197,RPPINFRA,1.04,47.9,0.1185,0.34,4.92,1.09,0.0,0.2,7,0.12,Engulfing,14.8,NO,LOW ★
1198,GRINDWELL,1.88,41.7,-24.0047,0.38,3.93,0.18,0.0,0.25,7,0.15,—,14.8,NO,LOW ★
1199,RITCO,0.35,33.9,-1.1465,0.36,3.83,0.45,0.0,0.0,7,0.0,Accumulation,14.8,NO,LOW ★
1200,RNBDENIMS,-0.49,35.5,0.2594,0.07,5.87,0.75,0.0,-0.09,7,-0.05,Gap-Up,14.8,NO,LOW ★
1201,MANBA,1.02,64.6,-0.3108,0.75,3.37,0.67,0.0,0.17,7,0.1,—,14.8,NO,LOW ★
1202,BESTAGRO,0.0,49.8,0.0595,0.47,6.03,1.53,0.0,0.0,7,0.0,Accumulation,14.8,NO,LOW ★
1203,OSWALAGRO,-1.0,37.2,-0.003,0.23,3.75,2.73,0.0,0.09,7,0.06,—,14.8,NO,LOW ★
1204,SMARTWORKS,1.68,51.6,-3.5622,0.36,4.1,0.71,0.0,0.08,7,0.05,—,14.8,NO,LOW ★
1205,JSWHL,1.11,21.7,-108.8543,0.03,3.18,1.19,0.0,0.13,7,0.08,—,14.8,NO,LOW ★
1206,BBOX,0.0,33.5,-10.9354,0.19,4.42,1.11,0.0,0.21,7,0.12,"Gap-Up, Accumulation",14.8,NO,LOW ★
1207,MAHLIFE,2.96,72.2,0.4428,0.85,2.86,7.83,0.0,0.11,7,0.06,Breakout,14.7,NO,LOW ★
1208,MANINDS,-1.36,43.2,-4.1769,0.31,3.96,0.7,0.0,-0.11,7,-0.07,Accumulation,14.7,NO,LOW ★
1209,RELCHEMQ,-0.48,35.2,-1.0839,0.13,4.65,1.18,0.0,0.0,2,0.0,Accumulation,14.7,NO,LOW ★
1210,JOCIL,2.78,42.8,-0.7606,0.47,3.65,1.81,0.0,0.0,2,0.0,—,14.7,NO,LOW ★
1211,REGAAL,-0.83,61.7,0.3752,0.6,4.22,0.36,0.0,0.19,7,0.11,—,14.7,NO,LOW ★
1212,RHETAN,-0.19,24.3,-0.072,0.33,3.63,1.91,0.0,0.04,7,0.03,—,14.7,NO,LOW ★
1213,UNIMECH,-2.26,48.5,-2.2207,0.73,5.15,0.85,0.0,-0.06,7,-0.04,Gap-Up,14.7,NO,LOW ★
1214,INDIGOPNTS,1.1,55.7,-0.672,0.67,3.85,0.3,0.0,0.51,7,0.3,—,14.7,NO,LOW ★
1215,RPEL,0.44,66.7,-4.3268,0.83,3.52,0.38,0.0,0.11,7,0.07,—,14.7,NO,LOW ★
1216,RIIL,0.15,23.9,-7.7523,0.22,3.2,3.09,0.0,0.19,7,0.11,"Accumulation, Doji",14.7,NO,LOW ★
1217,KALYANIFRG,-0.61,54.7,2.317,0.69,4.33,0.29,0.0,0.0,0,0.0,—,14.7,NO,LOW ★
1218,CONCORDBIO,-0.05,47.6,-6.9007,0.48,3.34,1.73,0.0,0.11,7,0.07,—,14.7,NO,LOW ★
1219,BIRLAPREC,2.17,42.8,-0.1367,0.2,5.36,0.97,0.0,0.0,0,0.0,—,14.7,NO,LOW ★
1220,NRBBEARING,1.49,50.3,-4.0496,0.56,4.83,0.39,0.0,0.14,7,0.08,Accumulation,14.7,NO,LOW ★
1221,NITIRAJ,0.04,25.1,-0.3233,0.17,5.1,1.11,0.0,0.0,7,0.0,"Accumulation, Doji",14.7,NO,LOW ★
1222,NOIDATOLL,0.42,37.5,-0.0131,0.31,4.58,0.86,0.0,0.0,7,0.0,—,14.7,NO,LOW ★
1223,UNIVPHOTO,-1.78,48.3,1.5742,0.18,4.47,1.98,0.0,0.0,7,0.0,Doji,14.7,NO,LOW ★
1224,DTIL,0.89,45.9,-0.3009,0.4,5.7,0.42,0.0,0.0,1,0.0,—,14.7,NO,LOW ★
1225,ASTAR,-3.43,45.4,-1.5449,0.05,3.83,0.83,0.0,0.12,7,0.07,Gap-Up,14.7,NO,LOW ★
1226,DLINKINDIA,-7.25,39.9,-1.4826,0.19,2.55,0.89,0.0,0.09,7,0.06,Accumulation,14.7,NO,LOW ★
1227,KEI,2.84,30.7,-54.3046,0.24,3.71,0.86,0.0,0.28,7,0.17,—,14.7,NO,LOW ★
1228,HALDER,-2.04,47.0,-0.4902,0.4,5.29,0.06,0.0,0.21,7,0.12,—,14.7,NO,LOW ★
1229,AIAENG,-0.09,49.8,-44.2324,0.44,3.63,1.05,0.0,0.0,5,0.0,—,14.7,NO,LOW ★
1230,RATNAMANI,2.27,43.1,6.0593,0.72,3.16,0.68,0.0,0.3,7,0.18,—,14.7,NO,LOW ★
1231,SWELECTES,1.43,51.6,0.5707,0.76,4.17,1.28,0.0,-0.01,6,-0.0,—,14.7,NO,LOW ★
1232,SUTLEJTEX,0.18,48.8,-0.0457,0.62,4.12,2.2,0.0,0.0,1,0.0,—,14.7,NO,LOW ★
1233,PENIND,1.25,65.4,0.593,0.84,3.36,0.58,0.0,0.18,7,0.11,Doji,14.7,NO,LOW ★
1234,PATINTLOG,-0.06,58.9,-0.0169,0.73,4.67,0.72,0.0,0.0,2,0.0,"Gap-Up, Accumulation, Hammer",14.7,NO,LOW ★
1235,MAANALU,0.65,41.3,0.0313,0.22,4.26,2.1,0.0,0.0,5,0.0,"Accumulation, Doji",14.7,NO,LOW ★
1236,TECHNVISN,0.78,2.1,-106.2981,0.13,8.04,0.29,0.0,0.0,0,0.0,Gap-Up,14.7,NO,LOW ★
1237,ACEINTEG,0.86,50.9,-0.1081,0.46,6.64,0.18,0.0,0.0,0,0.0,Gap-Up,14.7,NO,LOW ★
1238,WELSPUNLIV,-0.22,54.3,-0.4936,0.63,3.59,0.45,0.0,-0.18,7,-0.11,Accumulation,14.7,NO,LOW ★
1239,MOTILALOFS,3.91,57.2,-2.6091,0.95,2.69,1.7,0.0,0.24,7,0.14,—,14.6,NO,LOW ★
1240,PLAZACABLE,-0.31,31.9,-0.2244,0.17,3.83,0.75,0.0,0.0,1,0.0,—,14.6,NO,LOW ★
1241,KAMOPAINTS,-1.61,26.1,-0.0169,0.08,4.69,3.0,0.0,0.04,7,0.03,Gap-Up,14.6,NO,LOW ★
1242,ASTRAL,1.27,24.4,-11.4835,0.21,3.32,0.92,0.0,0.16,7,0.09,—,14.6,NO,LOW ★
1243,CTE,0.0,27.0,-0.2154,0.13,4.72,0.29,0.0,0.0,3,0.0,—,14.6,NO,LOW ★
1244,TEXMOPIPES,3.17,43.3,-0.234,0.37,4.18,0.71,0.0,-0.03,7,-0.02,—,14.6,NO,LOW ★
1245,SINGERIND,0.62,34.7,-0.3391,0.15,4.64,0.94,0.0,0.0,7,0.0,—,14.6,NO,LOW ★
1246,HARIOMPIPE,0.18,29.8,-5.2113,0.15,3.83,0.52,0.0,0.22,7,0.13,—,14.6,NO,LOW ★
1247,PARKHOTELS,1.05,62.7,0.6748,0.98,3.24,1.07,0.0,0.2,7,0.12,—,14.6,NO,LOW ★
1248,KSCL,0.47,54.2,-3.3201,0.3,3.91,0.52,0.0,-0.08,7,-0.05,—,14.6,NO,LOW ★
1249,MANAKALUCO,1.9,24.0,-0.4358,0.26,5.23,0.39,0.0,0.0,7,0.0,Gap-Up,14.6,NO,LOW ★
1250,MANALIPETC,2.59,39.8,-0.6769,0.24,3.76,1.44,0.0,0.0,4,0.0,—,14.6,NO,LOW ★
1251,OSWALGREEN,3.03,32.8,-0.0114,0.32,4.74,0.52,0.0,0.06,5,0.04,"Gap-Up, Accumulation",14.6,NO,LOW ★
1252,SHRENIK,0.0,42.9,-0.0028,0.2,5.16,0.82,0.0,0.0,6,0.0,Gap-Up,14.6,NO,LOW ★
1253,AWFIS,-0.87,49.4,1.239,0.51,4.11,3.58,0.0,-0.11,7,-0.07,—,14.6,NO,LOW ★
1254,HDIL,0.0,24.0,-0.0019,0.11,4.48,0.28,0.0,-0.25,7,-0.15,—,14.6,NO,LOW ★
1255,CEINSYS,0.0,57.2,3.9666,0.8,2.76,1.95,0.0,0.12,7,0.07,—,14.6,NO,LOW ★
1256,SREEL,-0.6,45.1,-0.9234,0.53,3.76,1.12,0.0,0.23,7,0.14,—,14.6,NO,LOW ★
1257,PEARLPOLY,-1.92,44.9,-0.0585,0.15,5.69,0.25,0.0,0.0,3,0.0,—,14.6,NO,LOW ★
1258,LYKALABS,3.59,59.5,-0.5425,0.56,6.08,1.5,0.0,0.0,7,0.0,Gap-Up,14.6,NO,LOW ★
1259,BECTORFOOD,0.0,19.0,-0.9615,0.2,3.97,1.44,0.0,0.11,7,0.06,Gap-Up,14.6,NO,LOW ★
1260,CCHHL,0.16,48.1,0.0224,0.53,5.3,0.45,0.0,0.0,6,0.0,Doji,14.6,NO,LOW ★
1261,ASPINWALL,0.0,49.4,-1.1797,0.28,3.86,1.96,0.0,0.0,7,0.0,Accumulation,14.6,NO,LOW ★
1262,MIDHANI,1.5,38.7,-3.1908,0.25,3.58,1.37,0.0,0.27,7,0.16,—,14.6,NO,LOW ★
1263,SERVOTECH,-0.7,45.2,-0.5417,0.31,4.26,0.65,0.0,0.14,7,0.09,—,14.6,NO,LOW ★
1264,RUCHINFRA,0.52,30.3,-0.0446,0.0,3.86,0.71,0.0,0.0,1,0.0,—,14.6,NO,LOW ★
1265,GSS,0.48,38.5,-0.0275,0.18,5.25,0.96,0.0,-0.13,7,-0.08,Doji,14.6,NO,LOW ★
1266,ENTERO,-0.45,71.8,8.1631,0.77,3.45,1.48,0.0,0.1,7,0.06,—,14.6,NO,LOW ★
1267,SANATHAN,-0.82,53.9,0.2134,0.61,3.63,0.83,0.0,0.11,7,0.06,—,14.5,NO,LOW ★
1268,NDRAUTO,0.23,49.8,-0.2579,0.6,3.87,0.36,0.0,0.0,7,0.0,Doji,14.5,NO,LOW ★
1269,SSWL,2.5,65.5,-0.0717,0.8,3.42,0.72,0.0,0.19,7,0.12,—,14.5,NO,LOW ★
1270,ARIS,-0.46,32.7,-0.1598,0.25,3.94,0.5,0.0,0.0,7,0.0,—,14.5,NO,LOW ★
1271,JAINREC,-0.48,28.4,0.9568,0.23,3.92,0.48,0.0,-0.02,7,-0.01,—,14.5,NO,LOW ★
1272,MOLDTECH,1.14,37.9,-0.9802,0.27,3.82,0.35,0.0,0.19,7,0.11,—,14.5,NO,LOW ★
1273,VIDYAWIRES,0.14,34.6,-0.9204,0.38,4.69,0.44,0.0,0.01,7,0.01,Gap-Up,14.5,NO,LOW ★
1274,LAURUSLABS,2.02,66.4,-1.9963,0.82,3.12,0.88,0.0,0.17,7,0.1,—,14.5,NO,LOW ★
1275,VINEETLAB,-1.38,25.2,-0.1314,0.0,3.88,3.61,0.0,0.0,0,0.0,—,14.5,NO,LOW ★
1276,AARTIIND,3.45,49.8,0.3759,0.64,3.05,1.98,0.0,0.06,7,0.04,—,14.5,NO,LOW ★
1277,TRUALT,-1.29,27.9,-3.8661,0.09,3.79,0.6,0.0,0.22,7,0.13,—,14.5,NO,LOW ★
1278,ORCHASP,0.0,49.0,-0.0066,0.3,6.52,0.36,0.0,0.0,7,0.0,Gap-Up,14.5,NO,LOW ★
1279,SRGHFL,2.1,62.6,0.6973,0.77,4.79,5.16,0.0,0.0,5,0.0,Gap-Up,14.5,NO,LOW ★
1280,KANANIIND,1.97,41.7,-0.0001,0.51,4.7,0.78,0.0,0.3,1,0.18,—,14.5,NO,LOW ★
1281,FDC,0.05,79.7,0.7918,0.76,3.28,0.85,0.0,0.0,7,0.0,—,14.5,NO,LOW ★
1282,RAYMOND,1.8,63.7,-0.1855,1.0,3.63,0.54,0.0,0.26,7,0.15,—,14.5,NO,LOW ★
1283,TEMBO,-1.36,48.2,0.5001,0.34,4.05,0.62,0.0,0.11,7,0.06,—,14.5,NO,LOW ★
1284,SBGLP,1.29,40.1,-0.0209,0.37,4.89,0.18,0.0,0.12,7,0.07,—,14.4,NO,LOW ★
1285,MMWL,0.15,46.4,-0.0302,0.47,6.11,0.76,0.0,0.0,6,0.0,—,14.4,NO,LOW ★
1286,HOMEFIRST,1.7,62.2,3.9041,0.89,3.62,0.53,0.0,0.21,7,0.13,—,14.4,NO,LOW ★
1287,BRNL,0.0,43.6,0.0286,0.27,5.2,0.71,0.0,0.0,3,0.0,Accumulation,14.4,NO,LOW ★
1288,EPACK,1.36,52.0,-0.095,0.46,4.47,0.84,0.0,0.26,7,0.16,Accumulation,14.4,NO,LOW ★
1289,REPCOHOME,0.23,59.3,-0.5465,0.54,3.53,0.6,0.0,-0.02,7,-0.01,Accumulation,14.4,NO,LOW ★
1290,MOKSH,0.0,45.5,-0.0392,0.23,5.03,0.53,0.0,0.09,7,0.06,Doji,14.4,NO,LOW ★
1291,RGL,-1.15,64.2,0.1438,0.71,3.51,0.46,0.0,0.12,6,0.07,—,14.4,NO,LOW ★
1292,ALLTIME,0.95,47.1,-0.8944,0.29,3.78,0.74,0.0,0.5,7,0.3,—,14.4,NO,LOW ★
1293,LAHOTIOV,1.98,48.2,-0.0808,0.42,4.96,1.31,0.0,0.0,0,0.0,—,14.4,NO,LOW ★
1294,KOHINOOR,0.12,31.7,-0.1531,0.18,3.75,1.6,0.0,0.12,7,0.07,—,14.4,NO,LOW ★
1295,UNITEDPOLY,0.0,15.4,-0.2149,0.05,6.18,7.81,0.0,0.05,6,0.03,Gap-Up,14.4,NO,LOW ★
1296,ADANIENSOL,0.0,49.0,-3.7958,0.67,4.26,1.0,0.0,0.0,7,0.0,—,14.4,NO,LOW ★
1297,KKCL,0.73,53.4,-1.3016,0.59,3.02,0.35,0.0,0.11,7,0.06,Accumulation,14.4,NO,LOW ★
1298,JYOTISTRUC,-0.17,36.9,-0.004,0.37,3.87,0.48,0.0,0.28,7,0.17,—,14.4,NO,LOW ★
1299,OBCL,-0.13,28.8,-0.4471,0.16,4.2,0.31,0.0,0.0,7,0.0,—,14.4,NO,LOW ★
1300,MIDWESTLTD,-0.75,56.0,5.7924,0.77,4.36,0.35,0.0,-0.01,7,-0.0,—,14.4,NO,LOW ★
1301,MUKKA,-1.07,39.0,-0.1642,0.18,3.86,1.31,0.0,-0.16,7,-0.1,—,14.4,NO,LOW ★
1302,BNAGROCHEM,1.06,52.0,0.0157,0.48,4.56,0.01,0.0,-0.09,7,-0.05,"Hammer, Doji",14.4,NO,LOW ★
1303,GALLANTT,0.72,36.2,-2.868,0.29,3.29,1.25,0.0,0.11,7,0.06,"Accumulation, Doji",14.4,NO,LOW ★
1304,GVKPIL,-1.19,13.6,-0.0106,0.0,3.1,1.43,0.0,-0.02,7,-0.01,—,14.4,NO,LOW ★
1305,GANESHBE,0.31,21.6,-1.3011,0.09,3.93,0.76,0.0,0.0,5,0.0,—,14.4,NO,LOW ★
1306,KALPATARU,0.14,19.0,-2.2312,0.12,3.56,1.68,0.0,-0.07,7,-0.04,Accumulation,14.4,NO,LOW ★
1307,PGEL,-0.09,59.2,2.393,0.8,2.98,0.48,0.0,0.19,7,0.12,—,14.4,NO,LOW ★
1308,LLOYDSME,3.12,54.4,-2.9351,0.77,3.47,1.72,0.0,0.0,7,0.0,—,14.4,NO,LOW ★
1309,TATACOMM,-0.76,32.3,-22.3124,0.11,3.66,1.88,0.0,-0.04,7,-0.03,—,14.4,NO,LOW ★
1310,PRAKASHSTL,0.0,25.3,-0.0162,0.21,4.93,0.84,0.0,0.15,2,0.09,Gap-Up,14.4,NO,LOW ★
1311,CORONA,0.0,63.6,0.8201,0.77,3.34,1.13,0.0,0.09,7,0.05,Doji,14.4,NO,LOW ★
1312,THOMASCOOK,0.66,34.0,-1.3151,0.16,3.47,0.31,0.0,0.05,7,0.03,Doji,14.4,NO,LOW ★
1313,KTKBANK,3.12,51.7,-0.4024,0.76,2.76,1.92,0.0,0.16,7,0.09,—,14.4,NO,LOW ★
1314,LIBAS,2.83,27.3,-0.0633,0.16,4.64,0.98,0.0,-0.11,7,-0.07,"Gap-Up, Doji",14.3,NO,LOW ★
1315,MINDTECK,2.59,51.4,0.0237,0.72,3.34,4.09,0.0,-0.04,7,-0.03,—,14.3,NO,LOW ★
1316,MCX,-0.53,48.1,-4.5783,0.3,4.0,0.59,0.0,-0.07,7,-0.04,—,14.3,NO,LOW ★
1317,RTNINDIA,2.38,41.8,-0.1163,0.39,3.65,0.68,0.0,0.27,7,0.16,—,14.3,NO,LOW ★
1318,ASMS,-0.42,14.6,-0.0232,0.25,3.7,1.09,0.0,0.04,7,0.03,—,14.3,NO,LOW ★
1319,DICIND,1.1,53.4,0.6137,0.71,4.59,0.41,0.0,0.16,6,0.1,—,14.3,NO,LOW ★
1320,ZENITHEXPO,2.69,40.1,-0.5728,0.45,3.2,1.25,0.0,-0.3,2,-0.18,—,14.3,NO,LOW ★
1321,INGERRAND,2.24,40.4,-21.3705,0.47,2.79,1.39,0.0,0.04,7,0.03,—,14.3,NO,LOW ★
1322,SUPERHOUSE,0.18,54.6,0.0551,0.71,4.33,0.32,0.0,0.11,7,0.07,Doji,14.3,NO,LOW ★
1323,PRIMO,-0.29,48.0,-0.0866,0.33,4.99,0.61,0.0,0.0,7,0.0,—,14.3,NO,LOW ★
1324,MAHAPEXLTD,2.2,28.6,-0.1304,0.13,6.1,0.58,0.0,0.35,2,0.21,Gap-Up,14.3,NO,LOW ★
1325,ALIVUS,1.5,71.4,2.5185,0.79,3.51,1.0,0.0,0.0,7,0.0,Doji,14.3,NO,LOW ★
1326,BANKBARODA,0.0,21.0,-1.6171,0.31,2.92,1.23,0.0,0.19,7,0.11,—,14.3,NO,LOW ★
1327,PRAENG,2.17,37.2,-0.0446,0.24,5.09,3.09,0.0,0.0,2,0.0,Gap-Up,14.3,NO,LOW ★
1328,BALKRISHNA,-0.65,52.4,-0.0367,0.4,6.07,0.6,0.0,-0.02,7,-0.01,Doji,14.3,NO,LOW ★
1329,ALKALI,2.79,42.8,-0.7263,0.37,3.45,1.2,0.0,0.34,7,0.21,Consolidation,14.3,NO,LOW ★
1330,ASALCBR,0.0,45.7,-4.1986,0.29,3.85,0.54,0.0,0.11,7,0.06,—,14.3,NO,LOW ★
1331,MAITHANALL,3.06,32.6,-4.2196,0.47,2.93,1.01,0.0,0.24,7,0.14,—,14.3,NO,LOW ★
1332,DRCSYSTEMS,0.0,31.7,-0.0193,0.1,3.89,3.14,0.0,0.21,7,0.12,—,14.3,NO,LOW ★
1333,GLAND,0.4,73.9,3.9216,0.74,3.34,0.46,0.0,0.0,7,0.0,Doji,14.3,NO,LOW ★
1334,BHEL,0.0,45.0,-1.1726,0.48,3.29,1.05,0.0,0.02,7,0.01,—,14.3,NO,LOW ★
1335,TREJHARA,-1.2,38.0,-0.6574,0.05,6.12,1.3,0.0,-0.13,7,-0.08,Gap-Up,14.3,NO,LOW ★
1336,ADVENTHTL,0.0,,0.4411,0.74,4.6,1.0,0.0,-0.07,6,-0.04,—,14.3,NO,LOW ★
1337,GENUSPAPER,-0.62,5.5,-0.0798,0.03,3.66,1.1,0.0,0.04,7,0.03,—,14.3,NO,LOW ★
1338,NEULANDLAB,-0.18,86.3,88.9924,0.88,3.32,0.4,0.0,0.33,7,0.2,—,14.2,NO,LOW ★
1339,MTNL,1.11,31.0,-0.2077,0.25,3.82,0.6,0.0,-0.01,7,-0.01,—,14.2,NO,LOW ★
1340,VISHWARAJ,-1.1,36.8,-0.009,0.22,3.63,1.83,0.0,-0.17,7,-0.1,Doji,14.2,NO,LOW ★
1341,DISAQ,1.21,52.4,-0.2879,0.68,3.78,0.32,0.0,0.13,7,0.08,Accumulation,14.2,NO,LOW ★
1342,JAIBALAJI,-0.09,45.0,-0.0815,0.19,3.94,0.89,0.0,0.07,7,0.04,Doji,14.2,NO,LOW ★
1343,KARURVYSYA,3.38,60.4,0.6458,1.0,3.0,0.9,0.0,0.19,7,0.11,—,14.2,NO,LOW ★
1344,ABINFRA,0.0,77.8,0.048,0.57,4.96,1.0,0.0,0.09,7,0.06,—,14.2,NO,LOW ★
1345,NAVINFLUOR,0.3,55.7,-10.865,0.81,3.04,0.56,0.0,0.41,7,0.25,Doji,14.2,NO,LOW ★
1346,GULFOILLUB,0.24,54.9,-3.631,0.54,2.91,1.35,0.0,0.11,7,0.07,Accumulation,14.2,NO,LOW ★
1347,PRUDMOULI,0.41,32.7,-0.0784,0.24,6.39,2.46,0.0,0.0,1,0.0,Gap-Up,14.2,NO,LOW ★
1348,SMLMAH,1.83,53.4,0.3976,0.91,3.36,1.3,0.0,0.0,7,0.0,—,14.2,NO,LOW ★
1349,CENTENKA,1.39,49.3,-2.7823,0.59,3.06,0.56,0.0,0.41,2,0.25,—,14.2,NO,LOW ★
1350,STAR,0.61,41.9,-2.8305,0.26,3.42,2.66,0.0,0.34,7,0.2,Doji,14.2,NO,LOW ★
1351,AKG,0.46,51.2,0.0052,0.52,5.81,0.29,0.0,0.0,5,0.0,—,14.2,NO,LOW ★
1352,GODIGIT,3.36,55.0,-0.6359,0.58,3.31,2.89,0.0,0.13,7,0.08,Accumulation,14.2,NO,LOW ★
1353,GLOBE,-0.46,27.6,-0.0024,0.14,4.09,0.98,0.0,0.11,7,0.07,Doji,14.2,NO,LOW ★
1354,SYSTMTXC,1.53,41.9,0.0452,0.44,4.97,0.52,0.0,-0.09,7,-0.05,—,14.2,NO,LOW ★
1355,DBREALTY,2.82,41.8,-0.2,0.49,4.08,1.01,0.0,0.0,7,0.0,—,14.2,NO,LOW ★
1356,EDELWEISS,0.0,39.5,-0.739,0.35,3.8,0.68,0.0,0.0,7,0.0,Accumulation,14.2,NO,LOW ★
1357,DBOL,2.48,39.5,-0.2412,0.43,4.83,0.53,0.0,-0.07,7,-0.04,—,14.2,NO,LOW ★
1358,UMAEXPORTS,2.67,28.9,-0.0453,0.27,4.42,0.4,0.0,-0.04,7,-0.03,Gap-Up,14.2,NO,LOW ★
1359,BIOFILCHEM,0.0,29.6,-0.1066,0.35,3.86,0.42,0.0,0.0,1,0.0,Doji,14.2,NO,LOW ★
1360,DIGJAMLMTD,0.0,24.1,-0.1143,0.32,5.1,0.52,0.0,0.0,1,0.0,Hammer,14.2,NO,LOW ★
1361,SCI,2.61,31.3,-3.434,0.15,3.63,0.75,0.0,0.15,7,0.09,—,14.2,NO,LOW ★
1362,SAKAR,3.02,54.7,-6.3832,0.57,5.04,0.57,0.0,0.29,7,0.17,Gap-Up,14.2,NO,LOW ★
1363,NITINSPIN,-1.07,41.1,-4.7293,0.18,3.95,1.01,0.0,0.1,7,0.06,Accumulation,14.2,NO,LOW ★
1364,NLCINDIA,3.84,45.5,-1.304,0.47,2.92,1.5,0.0,0.33,7,0.2,—,14.2,NO,LOW ★
1365,DOLLAR,0.9,60.5,0.8693,0.67,3.62,0.74,0.0,0.04,7,0.03,—,14.1,NO,LOW ★
1366,ERIS,0.08,46.3,-3.3041,0.51,2.69,1.71,0.0,0.4,7,0.24,Accumulation,14.1,NO,LOW ★
1367,GNFC,-0.43,21.4,-7.0705,0.17,3.65,1.1,0.0,0.2,7,0.12,—,14.1,NO,LOW ★
1368,DODLA,-0.15,52.1,-0.8048,0.53,3.21,0.5,0.0,0.46,7,0.28,—,14.1,NO,LOW ★
1369,PGHL,3.43,73.6,12.7843,1.0,2.69,3.55,0.0,0.3,7,0.18,Breakout,14.1,NO,LOW ★
1370,PROTEAN,1.56,42.9,-3.5308,0.29,3.36,1.03,0.0,0.26,7,0.15,Accumulation,14.1,NO,LOW ★
1371,DOLPHIN,-0.13,48.2,1.7987,0.63,4.06,0.2,0.0,0.2,7,0.12,—,14.1,NO,LOW ★
1372,SHRINGARMS,-0.1,66.6,0.8669,0.8,3.27,0.53,0.0,0.1,7,0.06,—,14.1,NO,LOW ★
1373,SIGMA,-0.52,47.0,0.0914,0.38,4.23,0.49,0.0,0.23,7,0.14,Accumulation,14.1,NO,LOW ★
1374,KRITINUT,0.76,36.6,-0.6312,0.03,3.87,0.27,0.0,0.0,5,0.0,—,14.1,NO,LOW ★
1375,ANIKINDS,1.78,42.4,-0.0811,0.54,4.24,1.54,0.0,0.0,1,0.0,Engulfing,14.1,NO,LOW ★
